id,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
694CyIR0ghq9USCLU4F6sc,0.1669999999999999,0.809,212689,0.54,0.000248,0.0838,-8.618,0.0397,112.318,0.8590000000000001
6ibbHAoBrdqJxo345QGumd,0.0439,0.8109999999999999,210815,0.315,0.0,0.126,-11.55,0.0438,100.024,0.972
2i2zYdN4KCkTCDscdMYr87,0.0932,0.645,203520,0.8909999999999999,3.88e-06,0.379,-2.505,0.0387,124.915,0.568
5Zs8pdS4bgBqX3uSTdvNQY,6.57e-05,0.532,226244,0.889,0.00706,0.0943,-5.474,0.0543,93.994,0.508
141P7NlXMEOGbaJIrvGqvi,0.0224,0.787,273010,0.485,0.0,0.246,-8.299,0.114,97.987,0.537
7iEo3ipnJoBKW1ejz9vPYe,0.3670000000000001,0.617,198081,0.687,0.0,0.123,-4.128,0.0568,123.861,0.19
144VTMTXicEwTOJQPcrpAF,0.00113,0.165,257093,0.919,0.0,0.395,-5.3210000000000015,0.143,83.382,0.306
7yzFUknHiad4kRBfHq2ki1,0.000326,0.563,286560,0.972,0.00499,0.102,-1.751,0.0896,91.922,0.619
1EbUvGMGNtR5VoJOXDwgm6,0.0651,0.848,120463,0.898,2.26e-05,0.062,-8.702,0.0915,134.93,0.897
4nkRk3BRQaW941xxtZVBew,0.603,0.511,182800,0.413,0.0,0.219,-10.839,0.0725,80.595,0.736
612SYVkgQ1cbMSkSPIjb36,0.637,0.757,167853,0.7040000000000001,0.0,0.188,-5.202999999999999,0.0604,107.974,0.763
1W6LZGinxm6voDaC8NVnDU,0.0553,0.265,246272,0.224,0.95,0.118,-20.237,0.0466,119.784,0.0387
6IF2P93LkyW4GqDQu1yS7H,0.7020000000000001,0.5820000000000001,238971,0.375,0.0631,0.136,-13.277,0.0329,129.909,0.106
2Kl1E3NdbzT7vVi93TffoX,0.00364,0.649,352969,0.792,2.87e-05,0.104,-3.505,0.043,128.032,0.235
2R0eqSxBNxlKmfLjAwaj0C,0.357,0.445,235280,0.682,7.28e-06,0.109,-6.686,0.0289,181.64,0.631
56tNMp3B93TFDbWRg92qZS,0.306,0.33,281907,0.452,7.36e-06,0.0518,-8.812000000000003,0.032,134.762,0.202
58pnv11Ku9Gak5OeeREw9C,0.00739,0.579,226720,0.691,0.000769,0.444,-4.787,0.213,143.40200000000004,0.745
2n1jBz26dVBtSbMvJNjGsu,0.0172,0.47,233240,0.878,0.054,0.235,-3.391,0.0429,114.986,0.322
74Xdx4ezYQQlg8wKswq25T,0.122,0.529,216667,0.794,0.0,0.117,-3.903,0.1639999999999999,119.956,0.5429999999999999
2IWtloZYQDcP8Ashwx8QEF,0.00506,0.542,227160,0.795,0.019,0.0851,-3.63,0.0368,92.234,0.431
4OMKQBq51PnjZz042AghkR,0.474,0.514,246773,0.73,0.0,0.511,-8.491,0.387,167.655,0.6990000000000001
2zmuNa0k9apz1QQGk3ClQb,0.706,0.6920000000000001,106373,0.426,0.0,0.593,-8.706,0.155,104.303,0.6
3Px6rA0efiFjaIImH9pdaR,0.355,0.439,237573,0.505,0.00549,0.134,-9.572,0.129,84.736,0.42
53l4LGUeZKCDZI1u25kQDN,0.0397,0.7859999999999999,302840,0.547,0.272,0.0378,-11.416,0.262,92.603,0.6829999999999999
0YIyyTbaIM0MYrfOLhvlrI,0.138,0.921,198800,0.555,0.0,0.0596,-8.668,0.102,107.978,0.96
1jG29zp5Xmo9PdDdf1b6mO,0.0459,0.769,267227,0.6759999999999999,0.0,0.111,-9.038,0.343,96.976,0.7040000000000001
2d0i3d0vDQXhkhFy2ieQtx,0.000605,0.579,159872,0.934,0.0,0.305,-3.422,0.0431,132.999,0.7040000000000001
0Altlm3kLPob56k2qqR4i2,0.0281,0.562,207133,0.682,4.5e-05,0.125,-5.882999999999999,0.0898,174.071,0.385
4Pl0i6WAf7Xf8v0GdLwqit,0.524,0.29,589920,0.396,0.0,0.122,-10.039,0.038,134.863,0.222
7fvgzmfXxrdTcrL3xh2cBD,0.513,0.545,230013,0.607,1.33e-06,0.207,-6.778,0.0356,76.987,0.235
3s7SAlA1NPlgddOxZEwmm6,0.0382,0.677,262560,0.865,0.0,0.228,-4.254,0.0604,136.996,0.622
13keyz9ikBe6ZpRasw7l4X,0.151,0.46,330693,0.7879999999999999,0.000425,0.339,-8.49,0.0403,157.887,0.495
2HQY0sXTrBJCuxqJxbeMWB,0.8959999999999999,0.3720000000000001,159711,0.247,0.00162,0.0819999999999999,-12.633,0.0336,181.763,0.241
5kgyNmIytvTGGuiv0MwzZp,0.4320000000000001,0.745,157040,0.539,0.00162,0.0826,-4.41,0.0271,95.893,0.8859999999999999
267txPAKdhzYpRPWWSrH36,0.102,0.588,225680,0.743,1.6899999999999994e-05,0.0754,-5.942,0.0346,131.94299999999998,0.423
3rm2WrETcJxFjOawcfiG3h,0.127,0.0,93452,6.19e-05,0.999,0.718,-18.685,0.0,0.0,0.0
75Gx0GpA7IQhZDiphHc60q,0.7170000000000001,0.7709999999999999,182212,0.509,5.13e-05,0.0942,-4.749,0.0418,155.061,0.884
5lffpGkK5A4SAQdJSfTJso,0.217,0.544,326813,0.557,0.000125,0.0771,-10.554,0.0765,87.97,0.105
1Q1jlFs004vwB0DOznii3K,0.0112,0.691,230853,0.542,0.0,0.098,-8.161,0.145,80.05199999999998,0.5870000000000001
0Eeqmb7Z1U0T11yBNTvDoT,0.638,0.807,234200,0.6990000000000001,0.0,0.0927,-4.555,0.217,144.018,0.96
6mTnH6xSYwKohtsO9RFzcc,0.000521,0.556,379500,0.792,0.75,0.494,-6.723,0.0361,127.956,0.0871
0eOrZh0eXsw99k8gFJUpq5,0.88,0.396,289756,0.398,0.0,0.203,-6.15,0.0412,89.01700000000002,0.305
1KuVEZR4xuQVNr1KkanAV4,0.8220000000000001,0.255,181960,0.468,0.248,0.339,-6.43,0.0317,111.67,0.175
6dXK0YFIOZoFSgalrLpJzY,0.0209,0.63,198035,0.937,1.19e-05,0.331,-3.84,0.0339,101.005,0.645
0zjMTJUJAYBdyhAKyhLL4u,0.7959999999999999,0.574,98756,0.122,0.0,0.118,-10.353,0.0286,89.9,0.352
4iddUbzyhbLEqhsVcZmc7u,0.331,0.556,224667,0.818,6.92e-06,0.498,-6.698,0.0363,143.988,0.403
1Qq7Tq8zZHuelGv9LQE2Yy,0.406,0.5660000000000001,396968,0.5379999999999999,0.0004969999999999,0.979,-5.729,0.0346,121.154,0.315
4jgyACD7IpzYzTtbUr7NAT,0.00368,0.5870000000000001,216000,0.901,0.0,0.379,-3.759,0.037,146.041,0.8
5nHpjvTs9EQoK755qThyHt,0.263,0.919,264013,0.68,0.000107,0.133,-7.171,0.0459,130.002,0.91
2BBwKogsgV6n2wxbC7MGFC,7.91e-05,0.51,236200,0.951,3.5600000000000005e-05,0.408,-6.43,0.3,145.841,0.342
6Aj2H0Z0v0JgnSfPEwCgW0,0.629,0.51,234285,0.71,0.0,0.0607,-6.891,0.113,131.891,0.3670000000000001
4LimlSNYAlc5TMCi32Yuy8,0.00293,0.505,204517,0.917,0.00396,0.204,-4.435,0.1639999999999999,124.953,0.39
71I9xjigtEcEYcbZgtvG1J,0.986,0.318,270813,0.445,0.828,0.0892,-9.597,0.0348,123.855,0.0962
0na8x6EOqjHsGABdB90TIC,0.287,0.456,254213,0.608,0.0,0.101,-5.815,0.328,58.875,0.491
25GRgMoXezppQjLjSDLKf5,0.0392,0.763,211888,0.76,0.0,0.133,-4.672,0.0596,163.96900000000005,0.916
5LaFx91BE5YY9DpXml7L3Y,0.162,0.7509999999999999,266973,0.76,0.0,0.242,-4.867,0.0524,140.743,0.8240000000000001
3b5YHReWhnrlfHS7nk7YeQ,0.035,0.685,250187,0.872,0.0,0.228,-5.827999999999999,0.294,85.85,0.546
51ySuLraP9Oirk2XHwQnTA,0.027,0.601,259080,0.7929999999999999,6.879999999999999e-05,0.163,-4.459,0.0356,107.987,0.296
2IIhviXBY0Ikmlbm2DHByJ,0.171,0.7959999999999999,257301,0.878,0.0,0.234,-3.325,0.185,144.001,0.795
1BoUHrabgfNoIJ3Wk4iwsg,0.596,0.6659999999999999,157707,0.647,0.0,0.0532,-5.2360000000000015,0.0316,115.186,0.8220000000000001
4s0O3I5ZpVYfbuZKvNVfRD,0.000284,0.5670000000000001,198261,0.894,0.0,0.155,-2.901,0.0361,115.041,0.349
6rpi77GqamZNoltbZ5ksdi,0.377,0.483,255960,0.6509999999999999,0.0286,0.117,-6.358,0.0345,98.732,0.53
2L7mrYVvjtTssCK2hDI1zJ,0.00178,0.911,332459,0.552,2.16e-06,0.0956,-8.311,0.199,97.239,0.384
14TyEaSTlt6b8hWYp6reW6,0.5539999999999999,0.731,173893,0.747,9.41e-05,0.185,-4.303,0.0361,140.111,0.8420000000000001
5WZXfM7kHpZi7Zi6XlFgGy,0.00649,0.6940000000000001,264814,0.813,0.000467,0.249,-4.129,0.335,127.834,0.741
0H7uRp4w4GP9fhAvh9Jih0,0.0254,0.513,242560,0.855,0.000399,0.51,-6.297999999999999,0.102,129.061,0.288
1xJ8RjDucztPOKB0ek95tf,0.00849,0.578,237560,0.37,0.00937,0.131,-13.379,0.0506,96.243,0.0635
4OxtqhSBnOsgGc1yfYAfOn,0.0483,0.465,241546,0.487,0.344,0.0951,-8.743,0.0399,97.847,0.203
2J4Alm5zUad4hB5bY2HhtV,0.0165,0.66,203160,0.685,0.0,0.442,-6.658,0.0477,119.991,0.32
7d4PcAQO2ELA5gHNMfqq88,0.0177,0.504,164533,0.879,0.00866,0.347,-7.442,0.0636,140.017,0.354
4aoTZHeWFCbquvIBhAUZlL,0.122,0.85,160747,0.466,3.36e-06,0.105,-7.1320000000000014,0.0538,114.026,0.218
0wCWiSuGWwdS6DuKws9SOD,0.575,0.513,200560,0.379,0.297,0.0895,-10.219,0.034,85.01700000000002,0.299
5yfHDmZHjMw2gLjbghG90V,0.0498,0.8490000000000001,253091,0.5579999999999999,0.00634,0.119,-9.23,0.0437,109.991,0.35
39RWgrQOBCLQH88wy0TBm9,0.0754,0.7390000000000001,289627,0.52,0.0,0.382,-6.301,0.0679,126.037,0.247
43uFv6f0uBYBhfr6XncqAe,0.189,0.4970000000000001,220267,0.619,0.0285,0.218,-7.836,0.0388,128.083,0.0393
3n4M80UmJNHws4ZqdM7KEF,0.792,0.691,236400,0.407,0.642,0.7829999999999999,-9.053,0.0473,128.039,0.491
0j2Tw0MkOFKzXpwJLzW3vD,0.892,0.304,247360,0.175,1.95e-05,0.084,-14.034,0.0311,93.716,0.162
44lUcHz7LXhvdlwLy8WsBg,0.0668,0.6729999999999999,265000,0.642,0.0,0.161,-9.367,0.042,135.129,0.202
41gpULppid9CBknIuRWH6r,0.145,0.132,590000,0.142,0.2,0.138,-27.18,0.0976,81.25399999999998,0.0158
7859pcBwSTJ8jerSu6lh9C,0.00222,0.642,208253,0.956,0.0,0.278,-2.282,0.0542,119.991,0.66
4gTwPFGhIIlYtlo59jbVUB,0.028,0.6459999999999999,165720,0.85,7.209999999999999e-05,0.281,-5.145,0.043,116.999,0.518
2fR9vtB9inzLi5i54NwtSo,0.00152,0.73,173213,0.647,0.0116,0.0949,-3.976,0.366,119.953,0.41
4PGm4QqfLbh14bpDNCddRM,0.348,0.767,196757,0.682,0.0,0.124,-7.057,0.203,138.264,0.578
6Yj8kVuVR3UPxx9r5eFEoV,0.43,0.758,179808,0.858,0.0,0.201,-2.502,0.0464,119.992,0.963
2gCA0QBGcKMITXArKOMwoV,3.3600000000000004e-05,0.552,189427,0.978,0.000348,0.256,-2.516,0.116,100.007,0.664
5jezNmDvHt6ecvWeMfwW0v,0.5429999999999999,0.8540000000000001,143400,0.667,0.0,0.0974,-3.876,0.0627,119.993,0.973
651zgpohmcHZUPLnhHGS7a,0.0514,0.363,227213,0.8759999999999999,2.86e-06,0.0991,-6.53,0.111,110.019,0.408
6pYoZWwi4vi0MVr62S3KPv,0.209,0.7709999999999999,270405,0.488,0.0445,0.0726,-7.978,0.0473,91.031,0.568
3RBLfzw7SoyiAcOncA37De,0.0072599999999999,0.382,231307,0.807,9.83e-05,0.0977,-4.955,0.0301,149.97,0.21
4MatjVmXUxuBf7WeInnRBG,0.152,0.5329999999999999,215133,0.6759999999999999,0.000765,0.0903,-6.787999999999999,0.0395,114.993,0.404
3mTEYjm3kIm4YzJ5zxJZjs,0.408,0.292,229320,0.351,0.0,0.055,-9.883,0.0351,164.252,0.0658
7102UhVPxGoYGNE2w3duPh,0.0989,0.6940000000000001,183750,0.9,0.946,0.473,-5.245,0.0456,127.997,0.293
2Viw81MZJPsOjODAz4A5nW,0.374,0.625,317933,0.494,0.308,0.0713,-12.597,0.0393,79.589,0.596
33CRyMYBzFaiTfqF9aXjIg,0.0344,0.473,209067,0.933,1.39e-05,0.265,-4.0,0.0809,122.014,0.255
50H4ZUUhL8MLHCw1eREp07,0.3229999999999999,0.563,197133,0.7170000000000001,3.83e-05,0.344,-4.21,0.0552,195.992,0.963
6s74UWM63X9K3koAfU9KUl,0.0173,0.378,180421,0.914,0.0,0.281,-4.6560000000000015,0.0955,174.94,0.383
7wYU1avLwl1Gtkib8OTrZp,0.00269,0.331,209040,0.61,0.0548,0.14,-8.138,0.0293,132.746,0.55
7f7hBMVpdt2KGVOMHCGQnl,0.395,0.778,251800,0.6829999999999999,0.0,0.092,-5.731,0.0348,129.942,0.759
3q8LBIqDChhcA1LkYKw2QL,0.00838,0.611,196467,0.845,0.0,0.0972,-4.407,0.0442,110.022,0.8170000000000001
49ONd7q61KYjSZE0A8gtCW,0.282,0.622,168947,0.396,0.000105,0.148,-10.625,0.0579,126.017,0.219
4Gcff8064YUEXrLLBfugIi,0.0956,0.384,581167,0.733,0.561,0.219,-8.267000000000001,0.0358,99.865,0.524
7nu0Lc0jJltztDxsGeoPiG,0.00951,0.768,185813,0.633,0.0,0.199,-4.089,0.157,129.07399999999998,0.8240000000000001
7foafyqmJYUdhGBpIusueW,0.00224,0.727,306227,0.85,0.00843,0.412,-4.9910000000000005,0.0425,121.973,0.28
7kbTZWt7DnzIzbkyzFE1PW,0.0386,0.639,206067,0.843,0.0829,0.108,-3.393,0.0334,135.002,0.317
4uzYuHscjZbcTgI8gTtyRT,0.146,0.491,239867,0.647,5.19e-06,0.0797,-5.8820000000000014,0.0273,142.179,0.389
2nyQovS5Cj2JUUBv5piGVr,0.331,0.795,234661,0.638,0.0,0.106,-5.481,0.0629,118.14,0.24
59FC22eN2Syt9bbv2d6393,0.17,0.608,289160,0.642,0.0667,0.166,-7.978,0.0251,87.70299999999996,0.608
4VinpEidS9wmMuqmljyd21,0.354,0.596,231800,0.58,3.93e-06,0.306,-6.8610000000000015,0.0363,123.495,0.8420000000000001
66MmxBNGim0COBMPgccj9L,0.343,0.4920000000000001,364217,0.527,0.0,0.121,-9.49,0.117,177.87400000000005,0.407
69zxj1EFDfAouZu9JDmQld,0.0012,0.677,216967,0.8109999999999999,0.00761,0.0896,-4.53,0.043,128.004,0.185
5BuiZmp7H6hoUN5Fw2lUIp,0.139,0.601,223225,0.8009999999999999,0.0,0.103,-2.425,0.0473,126.955,0.377
02yD6Wmpx5kLAoXLQOnuEb,0.7859999999999999,0.4,229933,0.398,3.47e-06,0.333,-6.037999999999999,0.0385,111.661,0.16
7rdjfrTBMNt3KaaGvSv3YG,0.0172,0.7240000000000001,217984,0.691,1.6800000000000002e-05,0.194,-5.665,0.0324,126.002,0.236
78eJbonprYfP4OU9Tjo64Z,0.26,0.65,177680,0.546,9.3e-06,0.186,-6.974,0.0308,119.892,0.467
2AqGzt3g1L447rpkfqByiR,0.325,0.755,211583,0.787,0.0,0.126,-5.56,0.225,91.026,0.564
3Mi8mCnvcBPdiPgmHYWEow,0.416,0.476,183467,0.496,0.0,0.0945,-6.948,0.0368,111.355,0.333
73WVn9jXiLvjO0jq6x4hYX,0.177,0.67,218445,0.868,0.0,0.6659999999999999,-6.738,0.202,140.236,0.679
2qBXnlzhVSBQ6VRS3KxrMg,0.912,0.246,250973,0.258,2.07e-05,0.105,-11.691,0.0307,94.946,0.295
7cfr3F2jpzjwqL6ZhGfjtH,0.0872,0.753,258861,0.757,0.534,0.176,-5.252000000000002,0.033,120.032,0.409
2SnNaoNhMjC1WRMTWD8qTX,0.88,0.383,134347,0.256,2.69e-06,0.1689999999999999,-8.572000000000001,0.0332,114.188,0.519
5VKEsChbUowEF2BT0gJSGX,0.0809,0.505,297432,0.622,0.000789,0.212,-8.372,0.0322,85.994,0.193
5OAHk4SXmhIjBhtLMVPllV,0.6729999999999999,0.547,295720,0.45,0.0519,0.0982,-8.717,0.0279,136.034,0.189
5qkAxtjTFSXDbfB37LWQNH,0.0889,0.8640000000000001,215107,0.5820000000000001,0.0,0.085,-8.949,0.316,111.013,0.151
6HszFW6X5wM8DKX1SO0LaK,0.0616,0.628,208627,0.8270000000000001,0.0,0.495,-3.139,0.04,130.016,0.429
1RtO2aDYHvfzjqcItbRAWU,0.901,0.476,199006,0.193,0.0,0.107,-15.306,0.404,172.518,0.0929
79zvVrn65ksbiGQxrtV4I5,0.00607,0.7879999999999999,193613,0.873,0.00052,0.0908,-2.322,0.117,91.981,0.703
6U1ueRYXTjFHuJ9Ld2LBIW,0.0596,0.8320000000000001,170707,0.743,0.0,0.257,-6.706,0.228,100.004,0.522
1u2CN23PR0T2BHfXRNHwnM,0.644,0.589,268311,0.453,0.000372,0.0557,-10.039,0.0302,79.984,0.119
7kdJcH97qbvW7ubH6ukOTf,0.895,0.57,351866,0.296,0.0353,0.115,-15.492,0.0349,139.41299999999998,0.201
1iRvhKiXRElIH2Uf4gd95P,0.277,0.531,247640,0.8340000000000001,0.0,0.131,-3.944,0.052,142.026,0.526
0HVba4HUwHnGlkHNitXMEL,0.378,0.68,203573,0.5710000000000001,0.0,0.103,-7.053999999999999,0.222,145.02100000000004,0.0911
3oTC5qoKq6nvz4Jj0DgCzF,0.479,0.38,230453,0.443,3.03e-06,0.11,-6.972,0.0268,63.122,0.281
6UIebetubMSW1SB74VabKk,0.00879,0.804,116936,0.628,0.123,0.079,-4.563,0.0454,148.003,0.188
0LLeuNBWPOg3XA73yab3PT,0.0397,0.6940000000000001,127524,0.711,0.0,0.112,-5.525,0.221,138.049,0.283
17ZOICUf4FYlzOAQajt3rN,0.000273,0.616,230613,0.985,0.000145,0.111,-1.598,0.0832,109.979,0.487
2QBxdLNImwEDJCzI0Yzeka,0.423,0.75,227571,0.7340000000000001,0.0,0.293,-4.993,0.218,118.869,0.364
0JmO3EBtl9qhnLkzr4FiP0,0.0776,0.583,255184,0.508,0.0,0.245,-6.676,0.0619,169.97799999999995,0.183
1YiknHCa9pXZVKWUYeNgbx,0.991,0.243,108069,0.00384,0.969,0.0848,-41.378,0.0397,114.566,0.196
41OIyMJsSFMjdjZjL4tHEx,0.0498,0.6409999999999999,238148,0.784,0.00934,0.381,-6.38,0.0366,102.676,0.488
2onCHFrhTinyUc6OawwU4Z,0.148,0.758,240160,0.482,6.88e-06,0.135,-11.202,0.168,111.896,0.0977
4ma2AbPdsy5ijCyJn16mAv,0.334,0.515,236884,0.418,0.159,0.107,-11.794,0.0361,143.969,0.144
07tbYac108weqzeP7Bhwon,0.00235,0.5379999999999999,230787,0.89,0.0,0.354,-3.193,0.0489,143.02200000000005,0.628
6m3ZXs465Rt4Tc1iiLktXL,0.8220000000000001,0.6,227264,0.524,3.2899999999999987e-05,0.104,-9.297,0.146,127.5,0.449
0OY2KqGxYAUizKfjwsPrbp,0.754,0.716,298907,0.275,1.85e-05,0.147,-10.013,0.0547,63.51300000000001,0.352
5oRJCwcQvO3rtHEX7nC8PZ,0.15,0.7070000000000001,230883,0.4320000000000001,0.00764,0.0894,-9.748,0.0324,129.116,0.233
4lYHKPAAwwQlQF6anqMRH6,0.364,0.647,207807,0.579,0.0,0.118,-4.893,0.0304,96.924,0.57
4WqYATWt5rX8ukTGDTqAjQ,2.13e-05,0.55,175403,0.981,0.000179,0.0936,-3.544,0.0419,109.985,0.448
0EhYGqH7kjogumPfbKWh0t,0.821,0.7709999999999999,289893,0.263,0.0,0.0872,-13.072,0.0816,119.726,0.3720000000000001
4JgABUEuQw3QKHBAwLqQue,0.00416,0.34,192827,0.6509999999999999,0.0,0.102,-5.857,0.0492,147.442,0.564
3JI2mIJto0JuYbrq87aFqu,0.000285,0.62,225735,0.742,0.8690000000000001,0.297,-7.327000000000001,0.0273,128.41,0.252
7odIekt1GqLVEAAWdnd9mJ,0.301,0.7170000000000001,275507,0.634,0.0,0.396,-6.8870000000000005,0.409,143.812,0.564
09S64DUkxIX9EwIaULu6yN,0.144,0.782,181269,0.7909999999999999,0.0,0.1689999999999999,-6.037999999999999,0.102,96.022,0.8959999999999999
2R4Wu78qZg9XcLLvMj5IAo,0.0989,0.526,324852,0.722,0.0,0.31,-8.379,0.528,92.077,0.505
2UJ2JvrxU5Ue1y08o5TzqJ,0.00157,0.413,218133,0.87,1.47e-06,0.113,-4.885,0.0349,100.816,0.8
54bM3ODmQGj07tLM24lhkV,0.416,0.797,190093,0.371,0.0,0.134,-7.712999999999999,0.278,115.046,0.284
3dy327iqcCgACEqUYLZ5vz,0.213,0.48,460507,0.8420000000000001,0.0,0.184,-7.797999999999999,0.431,76.258,0.322
0XyjtybwqSdqMAFfBEkmZf,0.0122,0.435,157333,0.939,0.00466,0.0614,-3.845,0.111,134.938,0.5589999999999999
7utenMA93Ldpg9O5oC6AP4,0.0419,0.593,234503,0.779,0.0,0.312,-4.269,0.0429,124.539,0.443
1wGT5V8UDHe2Hd4UU9YFuM,0.546,0.588,164960,0.453,6.13e-06,0.0824,-10.024,0.0294,107.039,0.522
3kG6GPkDkV2RQTm9QdYN9Z,0.00468,0.617,284333,0.609,0.0906,0.109,-5.345,0.0274,131.91,0.173
4940HtUKC4VDtiC5s4t4MT,0.0355,0.642,177240,0.8270000000000001,0.0,0.133,-4.36,0.0867,154.983,0.6920000000000001
7j04glqh2SY6Es6jiQEhgf,0.00935,0.266,471660,0.887,0.28,0.178,-5.742000000000001,0.0348,135.014,0.215
0pV7ZNlSXRtleKtlKgnUlF,0.994,0.106,379737,0.00541,0.952,0.129,-34.765,0.0414,92.154,0.0799
1mffZcVGwEqf9Xbdww0kCD,0.034,0.66,201467,0.875,0.0,0.233,-5.7920000000000025,0.0488,92.003,0.767
73nWqXQgY3kC72JPkzYoJW,0.00116,0.472,260367,0.984,9.05e-06,0.337,-2.861,0.174,145.033,0.265
6vMpPxLV0F5Diwcs6awI1Z,0.00558,0.556,286573,0.618,0.000351,0.153,-7.471,0.0463,80.985,0.121
2g2iRWlBoOVvvW0a8pbhRK,0.115,0.382,201613,0.777,0.3,0.0984,-4.343,0.0538,154.41,0.534
5PoWbm2gxIIgg7Ykx9oY8S,0.019,0.491,233760,0.622,0.0,0.107,-5.925,0.104,77.928,0.361
7IgC0NgE7WFerGSGtimXYA,0.0464,0.674,255507,0.7709999999999999,3.2299999999999986e-05,0.0362,-5.943,0.0316,155.3,0.966
4lIVN4LUJCmweoGJmk6hK9,0.0513,0.8370000000000001,223120,0.6990000000000001,0.0,0.262,-4.301,0.074,124.04,0.216
36IXRA44nUFUD5qwZ0L4hf,0.745,0.0,178013,0.000599,0.998,0.139,-18.318,0.0,0.0,0.0
79VupVk4BWNqYcfXe5oVOh,0.818,0.7070000000000001,114958,0.272,9.67e-05,0.362,-10.7,0.494,108.274,0.985
3AayefDdUFxivRs79bX7kV,0.134,0.377,234475,0.858,0.00185,0.0985,-4.9,0.148,174.75099999999995,0.117
77dEtUAHufvPJLZkwaj2Vu,0.3720000000000001,0.59,178000,0.6709999999999999,0.0,0.0795,-4.97,0.0723,135.097,0.261
3D4Xkcir5YEhk8Xidkd1dL,0.0071099999999999,0.4920000000000001,195947,0.932,0.0,0.177,-2.401,0.204,151.16899999999995,0.635
2AQq1I0LiIgfJ7vVLptvy8,0.00456,0.512,256853,0.968,1.24e-06,0.115,-3.874,0.0658,160.102,0.6459999999999999
53Y0kdCa1CZ9gRqEuknfwy,0.0525,0.599,193333,0.8690000000000001,0.00719,0.103,-3.697,0.0789,108.061,0.593
5i4cie6F2AD20KiZ3XxUTq,0.0126,0.371,248524,0.64,0.342,0.0939,-9.154,0.0462,180.053,0.202
4gUQmfnDAS7wwH0pzOH3Fb,0.71,0.505,230512,0.4370000000000001,0.000169,0.114,-7.756,0.044,125.379,0.247
1o6DL0otgQMsUebziSC7kA,0.0226,0.679,201947,0.713,0.17,0.239,-6.625,0.0499,173.995,0.882
6J9FgTr3z44Bw6ABeVL415,0.0541,0.639,222333,0.56,0.752,0.131,-15.123,0.0844,130.005,0.499
7unZ7zDyrTs2L7167dqm2Y,0.0568,0.773,174733,0.605,0.0469,0.232,-6.9510000000000005,0.136,168.025,0.266
3FWPoYBDserKdzcattMFGa,0.0299,0.718,225813,0.8079999999999999,0.00414,0.225,-7.652,0.0473,100.033,0.309
3yoGVIY5OrRIBvNA9PYOS7,0.823,0.434,182240,0.104,4.47e-05,0.113,-14.518,0.0341,181.019,0.139
1DmnEYXa4WfbdhAPwNzgD8,0.6709999999999999,0.7440000000000001,253935,0.619,0.0,0.123,-9.143,0.398,89.25200000000002,0.317
5tvvVkt2MhUHfBXEwO1eH3,0.00332,0.6859999999999999,204800,0.685,0.0164,0.42,-8.113,0.0416,128.006,0.374
1gV0hgMNdpSWeW7ZjSUKnX,0.089,0.74,275604,0.831,0.0,0.0837,-3.828,0.0423,91.026,0.357
2kNmLJdgeTLPKUkvuSbn5g,0.8740000000000001,0.471,137407,0.495,0.000247,0.188,-10.605,0.419,139.79399999999998,0.556
4hTpxQ2ddv12Owtz2GnOAz,0.691,0.434,205307,0.398,0.0,0.0991,-7.789,0.0508,167.657,0.299
5zioSNuMX0xHozAMkvhTGJ,0.266,0.762,291715,0.654,0.0,0.0973,-6.989,0.0606,130.096,0.193
03f28Kmu5AlIdKAfEJiI8F,0.0515,0.763,224787,0.82,4.650000000000001e-05,0.316,-4.873,0.0373,119.971,0.905
0AIL1m3mlMi98wKOaJ7uoG,0.21,0.892,263359,0.619,0.0,0.0818,-5.728,0.0968,130.983,0.92
1zucHJN4WKHIzSL4FyiJw9,0.58,0.741,240053,0.759,0.0,0.103,-4.387,0.21,95.101,0.49
4ajsTrCAjWtUPLU6xCy4u4,0.035,0.569,228373,0.69,0.0,0.108,-5.932,0.0436,120.221,0.189
0ew4o2n7I9OCF3LCqVuSKx,3.89e-05,0.485,209008,0.985,0.0,0.171,-3.455,0.0705,140.031,0.562
66IUwGyMUbK0OH1XFvSrCh,0.394,0.741,264375,0.785,0.0,0.109,-4.165,0.122,128.04,0.318
5H3swhQ72PiGd5PYz4P61P,0.185,0.478,238494,0.733,0.00217,0.107,-7.667000000000002,0.0288,155.048,0.384
4Opt8AwROn5AXMQ20mNvHq,0.313,0.708,221627,0.7,0.0,0.276,-5.449,0.0324,115.995,0.541
5VrgqxF4HM4NgCboCTbMnL,0.0751,0.518,261114,0.725,2.39e-05,0.09,-7.492000000000001,0.129,144.032,0.328
5psz20rVFNRlt0u9cpzBpY,0.0904,0.664,173493,0.821,6.7e-06,0.134,-6.134,0.0698,165.977,0.362
1saXUvvFlAQaefZUFVmhCn,0.31,0.253,415079,0.359,6.16e-06,0.359,-8.482000000000001,0.0317,115.348,0.115
6GMblDhPDP420uc77vmqTc,0.904,0.315,312115,0.227,0.0,0.377,-13.27,0.0313,140.071,0.199
5frrMKfRVby9maqYjlBpDB,0.986,0.331,130033,0.0542,0.94,0.113,-23.525,0.0503,71.943,0.0761
3aWhZ1zeqy1kdjXiyMh22T,0.484,0.71,165853,0.404,0.0,0.0953,-10.04,0.379,139.553,0.398
